연령군,성별,단계,운동명,빈도,비율%
어르신,M,본운동,배스트레칭,168,0.44
어르신,M,본운동,다리로 짐볼 들어올리기,167,0.43
어르신,M,본운동,어깨 뒤쪽 스트레칭,160,0.41
어르신,M,본운동,어깨 스트레칭,158,0.41
어르신,M,본운동,몸통 비틀기,156,0.4
어르신,M,본운동,골반 스트레칭,149,0.39
어르신,M,본운동,짐볼 앉아 중심 잡기 루틴 운동,149,0.39
어르신,M,본운동,앞뒤로 선넘기,145,0.38
어르신,M,본운동,의자에 앉아 다리 뻗어 올리기,145,0.38
어르신,M,본운동,의자 잡고 한발 들기,144,0.37
어르신,M,본운동,서서 뒤꿈치 들기,143,0.37
어르신,M,본운동,밴드 잡고 몸통 옆으로 굽히기,139,0.36
어르신,M,본운동,배 스트레칭,135,0.35
어르신,M,본운동,짐볼에서 윗몸 일으키기,135,0.35
어르신,M,본운동,전신 루틴 스트레칭,135,0.35
어르신,M,본운동,앉아서 어깨 위로 밀기,135,0.35
어르신,M,본운동,줄넘기,133,0.34
어르신,M,본운동,의자잡고 후방으로 무릎 굽혀 들기,131,0.34
어르신,M,본운동,풍선차기,130,0.34
어르신,M,본운동,누워서 가슴 밀기,128,0.33
어르신,M,본운동,양팔 벌려 전신 비틀기,127,0.33
어르신,M,본운동,아래 팔 스트레칭,125,0.32
어르신,M,본운동,의자 앉아 다리로 짐볼 쥐기,124,0.32
어르신,M,본운동,의자 이용하기,123,0.32
어르신,M,본운동,내전근 스트레칭,123,0.32
어르신,M,본운동,밴드 잡고 누워서 다리 밀기,123,0.32
어르신,M,본운동,팔굽혀펴기,122,0.32
어르신,M,본운동,대퇴사두근 스트레칭,118,0.31
어르신,M,본운동,줄 따라 걷기,118,0.31
어르신,M,본운동,서서 다리로 탄력밴드 당겨 중심 잡기 루틴 운동,115,0.3
어르신,M,본운동,앉아서 가슴 모으기,114,0.3
어르신,M,본운동,의자 잡고 전방으로 무릎 굽혀 들기,113,0.29
어르신,M,본운동,고관절 스트레칭,112,0.29
어르신,M,본운동,좌우 찍기,111,0.29
어르신,M,본운동,베개 밟고 서기,111,0.29
어르신,M,본운동,엎드려서 팔 다리 들기,110,0.29
어르신,M,본운동,짐볼에서 몸통 돌리기,108,0.28
어르신,M,본운동,앉아서 밴드 잡고 몸통 돌리기,107,0.28
어르신,M,본운동,덤벨 잡고 몸통 옆으로 굽히기,105,0.27
어르신,M,본운동,풍선 튕기기,105,0.27
어르신,M,본운동,가슴 스트레칭,104,0.27
어르신,M,본운동,상지 루틴 스트레칭,104,0.27
어르신,M,본운동,바벨 당겨 올리기,103,0.27
어르신,M,본운동,옆으로 걷기,102,0.26
어르신,M,본운동,양발 나란히 서기,97,0.25
어르신,M,본운동,앉아서 몸통 움츠리기,92,0.24
어르신,M,본운동,팔꿈치 굽히기,92,0.24
어르신,M,본운동,누워서 공 뒤로 내리고 당기기,91,0.24
어르신,M,본운동,등 대고 대퇴이두근 스트레칭,89,0.23
어르신,M,본운동,짐볼에서 엉덩이 돌리기,88,0.23
어르신,M,본운동,비복근 스트레칭,88,0.23
어르신,M,본운동,서서 다리 모으고 벌리기,83,0.22
어르신,M,본운동,몸 앞으로 굽히기,82,0.21
어르신,M,본운동,마주 앉아 대퇴이두근 스트레칭,81,0.21
어르신,M,본운동,조깅,80,0.21
어르신,M,본운동,의자 잡고 측면으로 한발 들기,76,0.2
어르신,M,본운동,볼 위에 앉아 밴드 양옆으로 당기기,75,0.19
어르신,M,본운동,실외 자전거타기,75,0.19
어르신,M,본운동,맨몸운동 루틴프로그램,75,0.19
어르신,M,본운동,짐볼 들고 양옆으로 돌리기,74,0.19
어르신,M,본운동,두발모아 걷기,73,0.19
어르신,M,본운동,몸통 앞으로 굽혀 걷기,73,0.19
어르신,M,본운동,가슴/어깨 앞쪽 스트레칭,71,0.18
어르신,M,본운동,한발 서서 균형잡기,71,0.18
어르신,M,본운동,물병 옆으로 들어올리기,69,0.18
어르신,M,본운동,탄력밴드 전방으로 당기기,69,0.18
어르신,M,본운동,네발기기 자세로 팔 다리 들기,67,0.17
어르신,M,본운동,의자 잡고 서기,66,0.17
어르신,M,본운동,앞뒤로 한발씩 걷기,66,0.17
어르신,M,본운동,탄력밴드 걸고 서기,66,0.17
어르신,M,본운동,빠르게 걷기,66,0.17
어르신,M,본운동,탄력밴드 후방으로 당기기,63,0.16
어르신,M,본운동,아쿠아로빅 운동 프로그램 루틴,62,0.16
어르신,M,본운동,앉아서 엉덩관절 굽히기,62,0.16
어르신,M,본운동,탄력밴드 측면으로 당기기,62,0.16
어르신,M,본운동,허리 굽혀 팔 뒤로 들기,62,0.16
어르신,M,본운동,의자 앉아 공 밀기,62,0.16
어르신,M,본운동,옆으로 누워 버티기,61,0.16
어르신,M,본운동,의자에 앉아 볼 돌리기,59,0.15
어르신,M,본운동,대퇴이두근 스트레칭2,58,0.15
어르신,M,본운동,머리 위로 공 넘기기,58,0.15
어르신,M,본운동,누워 다리 들어올리기,58,0.15
어르신,M,본운동,손목 펴기/굽히기,55,0.14
어르신,M,본운동,하프콘 투호,54,0.14
어르신,M,본운동,팔굽혀 펴기,54,0.14
어르신,M,본운동,목 돌림 스트레칭,53,0.14
어르신,M,본운동,좌식생활자를 위한 동적 루틴 스트레칭,53,0.14
어르신,M,본운동,탄력밴드 후방 측면으로 당기기,52,0.13
어르신,M,본운동,어깨 양 옆으로 돌리기,51,0.13
어르신,M,본운동,골반 스트레칭2,49,0.13
어르신,M,본운동,마주 앉아 대퇴이두근 스트레칭2,49,0.13
어르신,M,본운동,앉아서 밀기,49,0.13
어르신,M,본운동,동적 스트레칭 루틴프로그램,49,0.13
어르신,M,본운동,뒤로 팔굽혀펴기,48,0.12
어르신,M,본운동,누워서 다리 들어올리기,48,0.12
어르신,M,본운동,스카프 저글링,46,0.12
어르신,M,본운동,사다리 걷기,44,0.11
어르신,M,본운동,뒤꿈치 들기,44,0.11
어르신,M,본운동,자가근막이완술 루틴 스트레칭,44,0.11
어르신,M,본운동,서서 다리 뒤로 차기,43,0.11
어르신,M,본운동,짐볼을 이용한 동적 루틴 스트레칭,43,0.11
어르신,M,본운동,소파를 이용한 윗몸올리기,42,0.11
어르신,M,본운동,척추 스트레칭,41,0.11
어르신,M,본운동,앉아서 다리 굽히기,41,0.11
어르신,M,본운동,작은 공을 이용한 동적 루틴 스트레칭,41,0.11
어르신,M,본운동,옆으로 누워 폼롤러 굴려주기,40,0.1
어르신,M,본운동,베개 밟고 측면으로 양팔 들기,40,0.1
어르신,M,본운동,등 스트레칭,40,0.1
어르신,M,본운동,엎드려서 다리 차올리기,40,0.1
어르신,M,본운동,복부 스트레칭,39,0.1
어르신,M,본운동,팔꿈치 맞닿아 원그리기,38,0.1
어르신,M,본운동,누워서 하늘 자전거,36,0.09
어르신,M,본운동,턱걸이,36,0.09
어르신,M,본운동,온 몸 뻗어주기,36,0.09
어르신,M,본운동,종아리 스트레칭,35,0.09
어르신,M,본운동,유산소 운동 전 동적 루틴 스트레칭,35,0.09
어르신,M,본운동,짐볼 앞으로 밀기,35,0.09
어르신,M,본운동,바벨 끌어당기기,35,0.09
어르신,M,본운동,폼롤러 밀며 몸 앞으로 숙이기,34,0.09
어르신,M,본운동,짐볼 옆에 두고 어깨 누르기,34,0.09
어르신,M,본운동,베개 밟고 교차 서기,34,0.09
어르신,M,본운동,짐볼 앉아 한발 들기,34,0.09
어르신,M,본운동,계단 뛰어 오르기,34,0.09
어르신,M,본운동,베개 밟고 두발 모아 서기,33,0.09
어르신,M,본운동,몸통 옆으로 굽히기,33,0.09
어르신,M,본운동,짐볼 양옆으로 굴리기,32,0.08
어르신,M,본운동,짐볼 앉아 뒤꿈치 들기,32,0.08
어르신,M,본운동,옆으로 누워 가슴 열기,31,0.08
어르신,M,본운동,누워서 다리 좌우로 움직이기,30,0.08
어르신,M,본운동,앉아서 다리 모으기,30,0.08
어르신,M,본운동,앉아서 위로 밀기,30,0.08
어르신,M,본운동,엎드려 한발 원 그리기,30,0.08
어르신,M,본운동,계단 오르기,30,0.08
어르신,M,본운동,성화봉송,29,0.08
어르신,M,본운동,누워서 팔 다리 동시에 들어올리기,29,0.08
어르신,M,본운동,무릎 높여 제자리 달리기,29,0.08
어르신,M,본운동,수건잡고 팔 들어올리기,29,0.08
어르신,M,본운동,수건 이용하여 장딴지 늘리기,29,0.08
어르신,M,본운동,탄력밴드 무릎으로 당기기,28,0.07
어르신,M,본운동,발로 공주고 받기,28,0.07
어르신,M,본운동,바벨들어올리기,28,0.07
어르신,M,본운동,다리자세,28,0.07
어르신,M,본운동,바로서서 상체 숙이기,28,0.07
어르신,M,본운동,베개 밟고 대각방향으로 서기,27,0.07
어르신,M,본운동,전신 틀어 손벽 마주치기,26,0.07
어르신,M,본운동,발가락 폄근 스트레칭,26,0.07
어르신,M,본운동,아쿠아로빅-엉덩관절 회전하기,26,0.07
어르신,M,본운동,척추 들어올리기,26,0.07
어르신,M,본운동,짐볼 양팔로 밀기,25,0.06
어르신,M,본운동,덤벨 옆으로 들어올리기,25,0.06
어르신,M,본운동,앉아서 양팔 당기기,25,0.06
어르신,M,본운동,짐볼 앉기,24,0.06
어르신,M,본운동,다리굽혀 허리 비틀기,24,0.06
어르신,M,본운동,스카프 라인,23,0.06
어르신,M,본운동,한 칸 건너뛰며 걷기,22,0.06
어르신,M,본운동,윗몸 말아 올리기,22,0.06
어르신,M,본운동,폼롤러 앞으로 굴리기,22,0.06
어르신,M,본운동,앉아서 모으기,22,0.06
어르신,M,본운동,한쪽 다리펴고 상체 숙이기,22,0.06
어르신,M,본운동,서서 발목 누르기,21,0.05
어르신,M,본운동,누워서 팔 밀기,21,0.05
어르신,M,본운동,가슴/어깨 스트레칭,20,0.05
어르신,M,본운동,원판던지기,20,0.05
어르신,M,본운동,저항밴드 운동 루틴프로그램,20,0.05
어르신,M,본운동,전완대고 버티기,20,0.05
어르신,M,본운동,버피운동,20,0.05
어르신,M,본운동,베개 밟고 위로 양팔 들기,19,0.05
어르신,M,본운동,짐볼 운동 루틴프로그램,19,0.05
어르신,M,본운동,벽잡고 빨리 뛰기,19,0.05
어르신,M,본운동,꼬리를 떼어요,19,0.05
어르신,M,본운동,점핑점핑해요,19,0.05
어르신,M,본운동,앉아서 다리 벌리기,18,0.05
어르신,M,본운동,누워서 배가로근 수축 II,17,0.04
어르신,M,본운동,짐볼 앉아 몸통 돌리기,17,0.04
어르신,M,본운동,아쿠아로빅-물당기기/밀기,17,0.04
어르신,M,본운동,서서 바벨 위로 밀기,17,0.04
어르신,M,본운동,네발기기 자세에서 손바닥으로 바닥밀기,17,0.04
어르신,M,본운동,버피 테스트,17,0.04
어르신,M,본운동,정적 스트레칭 루틴프로그램,17,0.04
어르신,M,본운동,줄넘기 해요,17,0.04
어르신,M,본운동,영차영차 올라요,17,0.04
어르신,M,본운동,바벨 들어 팔꿈치 굽히기,16,0.04
어르신,M,본운동,누워서 배가로근 수축 I,16,0.04
어르신,M,본운동,누워서 덤벨 들어올리기,16,0.04
어르신,M,본운동,밴드를 당겨요,16,0.04
어르신,M,본운동,회전근개 스트레칭2,15,0.04
어르신,M,본운동,누워서 밀기,15,0.04
어르신,M,본운동,웨이트 트레이닝 루틴프로그램,15,0.04
어르신,M,본운동,스텝퍼 뛰어서 오르내리기,15,0.04
어르신,M,본운동,스텝퍼 옆으로 뛰어넘기,15,0.04
어르신,M,본운동,짐볼 앉아 상체 숙이기,14,0.04
어르신,M,본운동,짐볼 앉아 양손 측면으로 들기,14,0.04
어르신,M,본운동,고정한 상태에서 덤벨 들고 팔꿈치 굽히기,14,0.04
어르신,M,본운동,바운딩 운동 루틴프로그램,14,0.04
어르신,M,본운동,탄력밴드 어깨 가쪽 돌림,13,0.03
어르신,M,본운동,네발기기 자세에서 다리 위로 뻗어올리기,13,0.03
어르신,M,본운동,짐볼 앉아 한손 측면으로 들기,13,0.03
어르신,M,본운동,발등굽힘/발바닥굽힘,13,0.03
어르신,M,본운동,연속 사이드 스쿼드,13,0.03
어르신,M,본운동,팔 벌려 뛰기,13,0.03
어르신,M,본운동,지그재그 달려요,13,0.03
어르신,M,본운동,허리 굽혀 덤벨 뒤로 들기,12,0.03
어르신,M,본운동,아쿠아로빅-몸 기울이기/회전하기,12,0.03
어르신,M,본운동,메디신 볼 잡고 런지하며 상체비틀기,12,0.03
어르신,M,본운동,양 손 번갈아 공 튀기기,12,0.03
어르신,M,본운동,공 위로 던지고 제자리 돌아 받기,12,0.03
어르신,M,본운동,윗몸말아올리기,12,0.03
어르신,M,본운동,힘차게 던져요,12,0.03
어르신,M,본운동,서서 다리로 탄력밴드 당기기 I,11,0.03
어르신,M,본운동,아쿠아로빅-발 닿기,11,0.03
어르신,M,본운동,서서 다리로 탄력밴드 당기기 II,11,0.03
어르신,M,본운동,스텝퍼 뛰어서 넘어가기,11,0.03
어르신,M,본운동,동물처럼 걸어요,11,0.03
어르신,M,본운동,짐볼 앉아 양 손 가슴 교차,10,0.03
어르신,M,본운동,아쿠아로빅-물누르기/올리기,10,0.03
어르신,M,본운동,아쿠아로빅-옆구리 늘리기,10,0.03
어르신,M,본운동,누워 무릎 교차 올리기,10,0.03
어르신,M,본운동,팔다리 교차 버티기,10,0.03
어르신,M,본운동,누워서 굽힌 다리 펴기,10,0.03
어르신,M,본운동,후다닥 집어요,10,0.03
어르신,M,본운동,매달려서 다리 들기,9,0.02
어르신,M,본운동,계단 두발 뛰기,9,0.02
어르신,M,본운동,누워서 덤벨 모아들기,9,0.02
어르신,M,본운동,팔벌려뛰기,9,0.02
어르신,M,본운동,짐볼 배에 대고 버티기,9,0.02
어르신,M,본운동,요가 및 필라테스 루틴프로그램,9,0.02
어르신,M,본운동,옆구리늘리기,9,0.02
어르신,M,본운동,어깨 올리기,8,0.02
어르신,M,본운동,짐볼 앉아 한발 내딛기,8,0.02
어르신,M,본운동,무릎 당겨올리기,8,0.02
어르신,M,본운동,허리 굽혀 덤벨 들기,8,0.02
어르신,M,본운동,왜가리 자세,8,0.02
어르신,M,본운동,엉덩관절 회전하기,8,0.02
어르신,M,본운동,나비자세,8,0.02
어르신,M,본운동,빌리보를 밀어요,8,0.02
어르신,M,본운동,무릎 아래에서 양옆으로 굴리기,7,0.02
어르신,M,본운동,서서 균형잡기,7,0.02
어르신,M,본운동,몸통 스트레칭,7,0.02
어르신,M,본운동,짐볼 앉아 양손 대각방향으로 들기,7,0.02
어르신,M,본운동,비스듬히 누워서 밀기,7,0.02
어르신,M,본운동,빠른 발 뛰기,7,0.02
어르신,M,본운동,앉았다 일어서면서 점프하기,7,0.02
어르신,M,본운동,손 뻗어 윗몸 일으키기,7,0.02
어르신,M,본운동,윗몸 일으키기,7,0.02
어르신,M,본운동,윗몸 말며 공을 전달해요,7,0.02
어르신,M,본운동,알을 낳아요,7,0.02
어르신,M,본운동,아기자세,7,0.02
어르신,M,본운동,공 받고 던져요,7,0.02
어르신,M,본운동,목 굽힘/ 폄 II,6,0.02
어르신,M,본운동,목 굽힘/ 폄 I,6,0.02
어르신,M,본운동,양발 교차하여 서서 몸통 숙이기,6,0.02
어르신,M,본운동,서서 발목 뒤로 당기기,6,0.02
어르신,M,본운동,무릎굽혀 원 그리기,6,0.02
어르신,M,본운동,다리모아 무릎 누르기,6,0.02
어르신,M,본운동,양발 벌려 무릎 밀어내기,6,0.02
어르신,M,본운동,짐볼 윗몸일으키기,6,0.02
어르신,M,본운동,의자에 한 다리 올리고 앉앗다 일어서기,6,0.02
어르신,M,본운동,서서 탄력밴드 당겨내리기/올리기,6,0.02
어르신,M,본운동,짐볼 전완대고 버티기,6,0.02
어르신,M,본운동,자전거타기,6,0.02
어르신,M,본운동,콘운동 루틴프로그램,6,0.02
어르신,M,본운동,의자 잡고 반복 옆 뛰기,6,0.02
어르신,M,본운동,앉아서 한 발 앞으로 굽히기,6,0.02
어르신,M,본운동,공을 옮겨요(앞),6,0.02
어르신,M,본운동,조심조심 걸어요,6,0.02
어르신,M,본운동,팔 교대로 올리기,5,0.01
어르신,M,본운동,다리 교대로 들어올리기,5,0.01
어르신,M,본운동,머리 위로 볼 돌리기,5,0.01
어르신,M,본운동,고양이 자세,5,0.01
어르신,M,본운동,사다리 옆으로 발 옮기기,5,0.01
어르신,M,본운동,뛰어 내렸다가 바로 점프하기,5,0.01
어르신,M,본운동,한발로 점프하기,5,0.01
어르신,M,본운동,사다리 안팎 뛰기,5,0.01
어르신,M,본운동,스텝퍼 오르내리기,5,0.01
어르신,M,본운동,사이드 지그재그 뛰기,5,0.01
어르신,M,본운동,V자 버티기,5,0.01
어르신,M,본운동,대(大)자 점프 뛰기,5,0.01
어르신,M,본운동,앉아 윗몸 앞으로 굽히기,5,0.01
어르신,M,본운동,짐볼 윗몸올리기,5,0.01
어르신,M,본운동,후다닥 붙여요,5,0.01
어르신,M,본운동,힘차게 맞춰요,5,0.01
어르신,M,본운동,낚시를 해요,5,0.01
어르신,M,본운동,뽁뽁이를 눌러요,5,0.01
어르신,M,본운동,엉금엉금 기어요,5,0.01
어르신,M,본운동,인사 체조,5,0.01
어르신,M,본운동,짐볼에 다리 올리고 엉덩이 들어올리기,4,0.01
어르신,M,본운동,다리뻗어 상체 숙이기,4,0.01
어르신,M,본운동,목 당기기,4,0.01
어르신,M,본운동,누워서 머리 위로 팔꿈치 펴기,4,0.01
어르신,M,본운동,뒤꿈치 높이들어 뛰기,4,0.01
어르신,M,본운동,앞굽이 앉았다 일어서기,4,0.01
어르신,M,본운동,누워서 수직으로 다리 들어올리기,4,0.01
어르신,M,본운동,복식호흡,4,0.01
어르신,M,본운동,양손 모아 균형 잡기,4,0.01
어르신,M,본운동,엎드려서 균형잡기,4,0.01
어르신,M,본운동,박스 운동 루틴프로그램,4,0.01
어르신,M,본운동,사다리 운동 루틴프로그램,4,0.01
어르신,M,본운동,사이드 스텝 점프하기,4,0.01
어르신,M,본운동,옆으로 펀치하기,4,0.01
어르신,M,본운동,밴드 어깨 뒤로 들어올리기,4,0.01
어르신,M,본운동,발 뒤꿈치 들어올리기,4,0.01
어르신,M,본운동,발 끝 당기기,4,0.01
어르신,M,본운동,허리 비틀어 앉았다 일어서기,4,0.01
어르신,M,본운동,제자리 뛰기,4,0.01
어르신,M,본운동,거북이 스트레칭,4,0.01
어르신,M,본운동,끌어요 당겨요,4,0.01
어르신,M,본운동,후굴자세 해봐요,4,0.01
어르신,M,본운동,알록달록 붙여요,4,0.01
어르신,M,본운동,알록달록 공을 옮겨요,4,0.01
어르신,M,본운동,분리배출 해요,4,0.01
어르신,M,본운동,짐볼에 엎드려서 팔 다리 들기,3,0.01
어르신,M,본운동,한 발 들어올리기,3,0.01
어르신,M,본운동,누워 발목 당겨주기,3,0.01
어르신,M,본운동,파워클린,3,0.01
어르신,M,본운동,누워 한발 원 그리기,3,0.01
어르신,M,본운동,백 슬라이드,3,0.01
어르신,M,본운동,무릎당겨 다리 올리기,3,0.01
어르신,M,본운동,한발 연속 뛰기,3,0.01
어르신,M,본운동,앉아서 다리 올리기,3,0.01
어르신,M,본운동,서서 어깨 들어올리기,3,0.01
어르신,M,본운동,무릎 높이 들어 뛰기,3,0.01
어르신,M,본운동,발 바꿔 뛰기,3,0.01
어르신,M,본운동,앉았다 일어나며 점프하기,3,0.01
어르신,M,본운동,엎드려 팔다리 교차올리기,3,0.01
어르신,M,본운동,줄넘기 운동,3,0.01
어르신,M,본운동,앉아서 상체 앞 옆으로 기울기,3,0.01
어르신,M,본운동,앉아서 팔꿈치 굽히기/펴기,3,0.01
어르신,M,본운동,옆으로 누워 다리 들어올리기,3,0.01
어르신,M,본운동,앉아서 밴드 당기기,3,0.01
어르신,M,본운동,다리 벌려 앞으로 상체 숙이기,3,0.01
어르신,M,본운동,다리 꼬아 상체 앞으로 숙이기,3,0.01
어르신,M,본운동,무릎 굽혀 가슴 닿기,3,0.01
어르신,M,본운동,다리 모아 상체 숙이기,3,0.01
어르신,M,본운동,메디신볼 운동 루틴프로그램,3,0.01
어르신,M,본운동,엎드려 무릎 연속 차기,3,0.01
어르신,M,본운동,공을 옮겨요(옆),3,0.01
어르신,M,본운동,소방훈련 해요,3,0.01
어르신,M,본운동,딩딩링을 끼워요,3,0.01
어르신,M,본운동,휴식자세,3,0.01
어르신,M,본운동,밸런스 보드에 서요,3,0.01
어르신,M,본운동,왕복달리기,3,0.01
어르신,M,본운동,팔굽혀펴기(무릎대고 실시),3,0.01
어르신,M,본운동,짐볼에 다리 올리고 좌우로 움직이기,2,0.01
어르신,M,본운동,짐볼에 엎드려서 몸통 젖히기,2,0.01
어르신,M,본운동,목 굽힘/ 폄 III,2,0.01
어르신,M,본운동,의자에 앉아 옆구리 숙이기,2,0.01
어르신,M,본운동,앉아서 무릎 굽히기,2,0.01
어르신,M,본운동,거꾸로 누워서 밀기,2,0.01
어르신,M,본운동,목 돌리기,2,0.01
어르신,M,본운동,전신 비틀며 전진하기,2,0.01
어르신,M,본운동,사이드 스텝,2,0.01
어르신,M,본운동,런지하며 상체 비틀기,2,0.01
어르신,M,본운동,발목 돌리기,2,0.01
어르신,M,본운동,한 발 끌어당기기,2,0.01
어르신,M,본운동,엎드려 상체 들어올리기,2,0.01
어르신,M,본운동,어깨 누르기,2,0.01
어르신,M,본운동,상체 감아올리기,2,0.01
어르신,M,본운동,팔 들어 올리며 런지,2,0.01
어르신,M,본운동,상체 앞으로 숙이기,2,0.01
어르신,M,본운동,허리 감아 볼 돌리기,2,0.01
어르신,M,본운동,다리 뻗어 점프하기,2,0.01
어르신,M,본운동,크런치 사이클,2,0.01
어르신,M,본운동,앞굽이 뛰기,2,0.01
어르신,M,본운동,네발 걷기,2,0.01
어르신,M,본운동,합장하여 앞으로 숙이기,2,0.01
어르신,M,본운동,서서 균형잡으며 몸통 회전하기,2,0.01
어르신,M,본운동,제자리 멀리 뛰기,2,0.01
어르신,M,본운동,아령 앞으로 들어올리기,2,0.01
어르신,M,본운동,아령 뒤로 들어올리기,2,0.01
어르신,M,본운동,의자 잡고 팔 뒤로 굽히기,2,0.01
어르신,M,본운동,밴드 앞 옆으로 들어올리기,2,0.01
어르신,M,본운동,앞발 들어올리기,2,0.01
어르신,M,본운동,한 발 무릎위 올려차기,2,0.01
어르신,M,본운동,발목 얹고 다리 잡아당기기,2,0.01
어르신,M,본운동,한 발 뒤로 빼고 앞으로 굽히기,2,0.01
어르신,M,본운동,종아리 사이 감아 돌리기,2,0.01
어르신,M,본운동,팔 구부려 등 모으기,2,0.01
어르신,M,본운동,우리 모두 다같이,2,0.01
어르신,M,본운동,빠르게 무릎 올려 찍기,2,0.01
어르신,M,본운동,지게발 걸어요,2,0.01
어르신,M,본운동,누워서 공들고 몸 기울이기,1,0.0
어르신,M,본운동,의자에 앉아 몸통비틀기,1,0.0
어르신,M,본운동,의자에 앉아 가슴 몸통 말아주기,1,0.0
어르신,M,본운동,의자에 앉아 가슴 뒤로 젖히기,1,0.0
어르신,M,본운동,옆으로 굽히기,1,0.0
어르신,M,본운동,옆으로 팔 벌리며 점프하기,1,0.0
어르신,M,본운동,서서 한팔 들어 오른쪽 왼쪽 뻗기,1,0.0
어르신,M,본운동,엉덩이 늘리기,1,0.0
어르신,M,본운동,가슴 어깨 펴기,1,0.0
어르신,M,본운동,몸 기울이기/회전하기,1,0.0
어르신,M,본운동,발등 동시에 늘리기,1,0.0
어르신,M,본운동,무릎 들어올리기,1,0.0
어르신,M,본운동,다리 들어올리기,1,0.0
어르신,M,본운동,한발들어 좌우 돌리기,1,0.0
어르신,M,본운동,등척성운동-벌림,1,0.0
어르신,M,본운동,탄력밴드 당기면서 팔 들어올리기,1,0.0
어르신,M,본운동,등척성운동-안쪽 돌림,1,0.0
어르신,M,본운동,등척성운동-바깥돌림,1,0.0
어르신,M,본운동,점프 팔굽혀펴기,1,0.0
어르신,M,본운동,다리 넓게 벌려 앉았다 일어서기,1,0.0
어르신,M,본운동,한 발 뒤로 들어올리기,1,0.0
어르신,M,본운동,누워 무릎 기울기,1,0.0
어르신,M,본운동,V자 싸이클,1,0.0
어르신,M,본운동,모관운동,1,0.0
어르신,M,본운동,순간반응 콘 찍기,1,0.0
어르신,M,본운동,좌우 양발모아 점프하기,1,0.0
어르신,M,본운동,연속 상향 점프하기,1,0.0
어르신,M,본운동,좌우 이동하며 팔굽혀펴기,1,0.0
어르신,M,본운동,팔굽혀펴기 후 점프하기,1,0.0
어르신,M,본운동,크게 다리벌려 교차 뛰기,1,0.0
어르신,M,본운동,뒷발 교차 뛰기,1,0.0
어르신,M,본운동,전사자세,1,0.0
어르신,M,본운동,양발 교차 뛰기,1,0.0
어르신,M,본운동,앉았다 일어서며 팔 들어올리기,1,0.0
어르신,M,본운동,짝 운동,1,0.0
어르신,M,본운동,다리 굽혀(W자) 상체 뒤로 눕기,1,0.0
어르신,M,본운동,다리 벌려 옆으로 상체 숙이기,1,0.0
어르신,M,본운동,발바닥 마주대고 끌어당기기,1,0.0
어르신,M,본운동,연속 무릎 올리기,1,0.0
어르신,M,본운동,반복 옆뛰기,1,0.0
어르신,M,본운동,잔발치기,1,0.0
어르신,M,본운동,양발 연속 뛰기,1,0.0
어르신,M,본운동,양발 점프 착지하기,1,0.0
어르신,M,본운동,사다리 좌우 뛰기,1,0.0
어르신,M,본운동,팔꿈치-무릎 교차 닿기,1,0.0
어르신,M,본운동,슈퍼맨자세,1,0.0
어르신,M,본운동,의자에 앉아 다리 펴서 들어올리기,1,0.0
어르신,M,본운동,앞으로 나가며 앉았다 일어서기,1,0.0
어르신,M,본운동,1단 줄넘기,1,0.0
어르신,M,본운동,다리 모았다 벌려 뛰기,1,0.0
어르신,M,본운동,밸런스 볼에 서요,1,0.0
어르신,M,본운동,다리 뻗어 올리기,1,0.0
어르신,M,정리운동,전신 루틴 스트레칭,821,6.73
어르신,M,정리운동,엉덩이 스트레칭,763,6.26
어르신,M,정리운동,하지 루틴 스트레칭2,468,3.84
어르신,M,정리운동,넙다리 안쪽 스트레칭,463,3.8
어르신,M,정리운동,대퇴사두근 스트레칭,400,3.28
어르신,M,정리운동,옆구리 스트레칭,389,3.19
어르신,M,정리운동,상지 루틴 스트레칭,364,2.98
어르신,M,정리운동,하지 루틴 스트레칭1,364,2.98
어르신,M,정리운동,목 스트레칭,362,2.97
어르신,M,정리운동,등/어깨 뒤쪽 스트레칭,355,2.91
어르신,M,정리운동,넙다리 앞쪽 스트레칭,327,2.68
어르신,M,정리운동,허리 스트레칭,325,2.66
어르신,M,정리운동,몸통 비틀기,315,2.58
어르신,M,정리운동,엉덩이 스트레칭2,308,2.53
어르신,M,정리운동,누워서 전신 뻗기,286,2.35
어르신,M,정리운동,가슴 스트레칭,264,2.16
어르신,M,정리운동,고정식 자전거 타기,248,2.03
어르신,M,정리운동,대퇴이두근 스트레칭,246,2.02
어르신,M,정리운동,고관절 스트레칭,222,1.82
어르신,M,정리운동,회전근개 스트레칭,216,1.77
어르신,M,정리운동,골반 스트레칭,208,1.71
어르신,M,정리운동,어깨 스트레칭,206,1.69
어르신,M,정리운동,종아리 스트레칭,205,1.68
어르신,M,정리운동,넙다리 뒤쪽 스트레칭,185,1.52
어르신,M,정리운동,깍지 끼고 상체 숙이기,177,1.45
어르신,M,정리운동,내전근 스트레칭,176,1.44
어르신,M,정리운동,가슴/어깨 스트레칭,159,1.3
어르신,M,정리운동,아래 팔 스트레칭,143,1.17
어르신,M,정리운동,몸 앞으로 굽히기,133,1.09
어르신,M,정리운동,어깨 뒤쪽 스트레칭,129,1.06
어르신,M,정리운동,정적 스트레칭 루틴프로그램,127,1.04
어르신,M,정리운동,고정식 트레드밀에서 걷기,126,1.03
어르신,M,정리운동,대퇴이두근 스트레칭2,119,0.98
