연령군,성별,단계,운동명,빈도,비율%
성인,F,본운동,상지 루틴 스트레칭,824,0.61
성인,F,본운동,앉았다 일어서면서 점프하기,819,0.6
성인,F,본운동,누워서 팔 다리 동시에 들어올리기,808,0.59
성인,F,본운동,앉아서 밀기,794,0.58
성인,F,본운동,손목 펴기/굽히기,774,0.57
성인,F,본운동,맨몸운동 루틴프로그램,765,0.56
성인,F,본운동,스텝퍼 오르내리기,681,0.5
성인,F,본운동,몸통 옆으로 굽히기,660,0.48
성인,F,본운동,유산소 운동 전 동적 루틴 스트레칭,657,0.48
성인,F,본운동,바벨 끌어당기기,646,0.47
성인,F,본운동,서서 다리 뒤로 차기,607,0.45
성인,F,본운동,누워서 다리 좌우로 움직이기,596,0.44
성인,F,본운동,바벨들어올리기,594,0.44
성인,F,본운동,누워서 배가로근 수축 I,566,0.42
성인,F,본운동,뒤꿈치 들기,565,0.41
성인,F,본운동,앉아서 뒤로 당기기,550,0.4
성인,F,본운동,앉아서 다리 굽히기,550,0.4
성인,F,본운동,스텝퍼 뛰어서 오르내리기,542,0.4
성인,F,본운동,덤벨 옆으로 들어올리기,540,0.4
성인,F,본운동,가슴/어깨 앞쪽 스트레칭,515,0.38
성인,F,본운동,등/어깨 뒤쪽 스트레칭,513,0.38
성인,F,본운동,사다리 안팎 뛰기,505,0.37
성인,F,본운동,웨이트 트레이닝 루틴프로그램,500,0.37
성인,F,본운동,누워서 수직으로 다리 들어올리기,499,0.37
성인,F,본운동,좌식생활자를 위한 동적 루틴 스트레칭,498,0.37
성인,F,본운동,매달려서 다리 들기,490,0.36
성인,F,본운동,앉아서 위로 밀기,489,0.36
성인,F,본운동,조깅,488,0.36
성인,F,본운동,의자에 앉아 다리 뻗어 올리기,485,0.36
성인,F,본운동,저항밴드 운동 루틴프로그램,471,0.35
성인,F,본운동,짐볼을 이용한 동적 루틴 스트레칭,458,0.34
성인,F,본운동,작은 공을 이용한 동적 루틴 스트레칭,447,0.33
성인,F,본운동,스텝퍼 옆으로 뛰어넘기,438,0.32
성인,F,본운동,계단 두발 뛰기,427,0.31
성인,F,본운동,사다리 좌우 뛰기,418,0.31
성인,F,본운동,팔굽혀 펴기,394,0.29
성인,F,본운동,앉아서 엉덩관절 굽히기,388,0.28
성인,F,본운동,사다리 옆으로 발 옮기기,381,0.28
성인,F,본운동,네발기기 자세에서 다리 위로 뻗어올리기,378,0.28
성인,F,본운동,앉아서 팔꿈치 굽히기/펴기,373,0.27
성인,F,본운동,네발기기 자세에서 손바닥으로 바닥밀기,372,0.27
성인,F,본운동,아래 팔 스트레칭,365,0.27
성인,F,본운동,엎드려서 다리 차올리기,363,0.27
성인,F,본운동,의자에 한 다리 올리고 앉앗다 일어서기,362,0.27
성인,F,본운동,엎드려서 균형잡기,359,0.26
성인,F,본운동,서서 다리로 탄력밴드 당기기 II,355,0.26
성인,F,본운동,스텝퍼 뛰어서 넘어가기,350,0.26
성인,F,본운동,서서 탄력밴드 당겨내리기/올리기,340,0.25
성인,F,본운동,앉아서 모으기,323,0.24
성인,F,본운동,앉아서 다리 모으기,318,0.23
성인,F,본운동,자가근막이완술 루틴 스트레칭,313,0.23
성인,F,본운동,고정한 상태에서 덤벨 들고 팔꿈치 굽히기,310,0.23
성인,F,본운동,서서 다리로 탄력밴드 당기기 I,307,0.23
성인,F,본운동,바벨 들어 팔꿈치 굽히기,304,0.22
성인,F,본운동,탄력밴드 어깨 가쪽 돌림,295,0.22
성인,F,본운동,허리 굽혀 덤벨 들기,291,0.21
성인,F,본운동,누워서 덤벨 들어올리기,286,0.21
성인,F,본운동,뛰어 내렸다가 바로 점프하기,284,0.21
성인,F,본운동,짐볼 윗몸올리기,281,0.21
성인,F,본운동,한발 서서 균형잡기,276,0.2
성인,F,본운동,누워서 밀기,269,0.2
성인,F,본운동,서서 바벨 위로 밀기,264,0.19
성인,F,본운동,빠르게 걷기,231,0.17
성인,F,본운동,서서 균형잡기,230,0.17
성인,F,본운동,버피 테스트,228,0.17
성인,F,본운동,옆으로 펀치하기,224,0.16
성인,F,본운동,앉아서 다리 벌리기,216,0.16
성인,F,본운동,원판던지기,215,0.16
성인,F,본운동,스텝퍼 올라가서 점프하여 착지하기,215,0.16
성인,F,본운동,누워 다리 들어올리기,214,0.16
성인,F,본운동,스텝박스,203,0.15
성인,F,본운동,전완대고 버티기,201,0.15
성인,F,본운동,누워서 머리 위로 팔꿈치 펴기,200,0.15
성인,F,본운동,누워서 공들고 몸 기울이기,200,0.15
성인,F,본운동,아쿠아로빅,199,0.15
성인,F,본운동,짐볼 이용해 앉았다 일어서기,195,0.14
성인,F,본운동,계단 두 칸씩 뛰기,189,0.14
성인,F,본운동,바로서서 상체 숙이기,184,0.14
성인,F,본운동,발등굽힘/발바닥굽힘,183,0.13
성인,F,본운동,고정식 자전거 타기,176,0.13
성인,F,본운동,옆구리늘리기,171,0.13
성인,F,본운동,점프 팔굽혀펴기,163,0.12
성인,F,본운동,윗몸 일으키기,163,0.12
성인,F,본운동,계단 한발 뛰기,161,0.12
성인,F,본운동,서서 균형잡으며 몸통 회전하기,159,0.12
성인,F,본운동,허리 굽혀 덤벨 뒤로 들기,157,0.12
성인,F,본운동,서서 어깨 들어올리기,148,0.11
성인,F,본운동,짐볼에 엎드려서 팔 다리 들기,140,0.1
성인,F,본운동,왕복달리기,137,0.1
성인,F,본운동,짐볼에 다리 올리고 좌우로 움직이기,132,0.1
성인,F,본운동,앉아서 몸통 움츠리기,130,0.1
성인,F,본운동,짐볼에 다리 올리고 엉덩이 들어올리기,130,0.1
성인,F,본운동,박스 운동 루틴프로그램,125,0.09
성인,F,본운동,짝 운동,118,0.09
성인,F,본운동,고정식 트레드밀에서 걷기,118,0.09
성인,F,본운동,매달려서 뒤로 팔굽혀 펴기,117,0.09
성인,F,본운동,팔다리 교차 버티기,117,0.09
성인,F,본운동,스텝박스 오르내리기,117,0.09
성인,F,본운동,벽에서 팔굽혀 펴기,116,0.09
성인,F,본운동,누워서 덤벨 모아들기,111,0.08
성인,F,본운동,요가 및 필라테스 루틴프로그램,109,0.08
성인,F,본운동,의자에 앉아 물병 들고 몸통 돌리기,109,0.08
성인,F,본운동,밴드 잡고 몸통 옆으로 굽히기,106,0.08
성인,F,본운동,계단 오르기,102,0.07
성인,F,본운동,줄넘기 운동,97,0.07
성인,F,본운동,자전거타기,97,0.07
성인,F,본운동,팔굽혀펴기(무릎대고 실시),95,0.07
성인,F,본운동,파워클린,94,0.07
성인,F,본운동,물당기기/밀기,91,0.07
성인,F,본운동,엉덩관절 회전하기,91,0.07
성인,F,본운동,정적 스트레칭 루틴프로그램,88,0.06
성인,F,본운동,비스듬히 누워서 밀기,83,0.06
성인,F,본운동,크런치 사이클,80,0.06
성인,F,본운동,목 굽힘/ 폄 I,75,0.06
성인,F,본운동,사다리 운동 루틴프로그램,74,0.05
성인,F,본운동,몸 기울이기/회전하기,72,0.05
성인,F,본운동,발 닿기,71,0.05
성인,F,본운동,물누르기/올리기,70,0.05
성인,F,본운동,바운딩 운동 루틴프로그램,68,0.05
성인,F,본운동,밴드 걸고 누워서 다리 들어올리기,65,0.05
성인,F,본운동,물속에서 걷기,62,0.05
성인,F,본운동,앉아서 가슴 모으기,62,0.05
성인,F,본운동,짐볼에 엎드려서 몸통 젖히기,61,0.04
성인,F,본운동,앉아서 양팔 당기기,60,0.04
성인,F,본운동,연속 사이드 스쿼드,59,0.04
성인,F,본운동,팔 벌려 뛰기,57,0.04
성인,F,본운동,콘운동 루틴프로그램,57,0.04
성인,F,본운동,물통으로 양팔 들어올리기,56,0.04
성인,F,본운동,발 바꿔 뛰기,55,0.04
성인,F,본운동,앉아서 팔꿈치 굽히기,55,0.04
성인,F,본운동,V자 싸이클,54,0.04
성인,F,본운동,거꾸로 누워서 밀기,53,0.04
성인,F,본운동,엉덩이 스트레칭2,53,0.04
성인,F,본운동,짐볼 운동 루틴프로그램,51,0.04
성인,F,본운동,밴드 걸고 옆으로 누워 다리 올리기,50,0.04
성인,F,본운동,엎드려 양팔 및 다리 들어올리기,48,0.04
성인,F,본운동,동적 스트레칭 루틴프로그램,48,0.04
성인,F,본운동,손 뻗어 윗몸 일으키기,48,0.04
성인,F,본운동,앞굽이 앉았다 일어서기,46,0.03
성인,F,본운동,누워서 전신 뻗기,45,0.03
성인,F,본운동,볼 위에 앉아 밴드 양옆으로 당기기,44,0.03
성인,F,본운동,50M 달리기,44,0.03
성인,F,본운동,엎드려 팔다리 교차올리기,43,0.03
성인,F,본운동,굽힘 밸런스운동-60~120도 사이,43,0.03
성인,F,본운동,사이드 지그재그 뛰기,42,0.03
성인,F,본운동,벌림 밸런스 운동-60~120도 사이,41,0.03
성인,F,본운동,양팔 크게 벌리기,41,0.03
성인,F,본운동,엎드려 무릎 연속 차기,41,0.03
성인,F,본운동,사이드 스텝 점프하기,40,0.03
성인,F,본운동,물병 들고 한발 앞으로 내밀고 앉았다 일어서기,39,0.03
성인,F,본운동,아쿠아로빅 운동 프로그램 루틴,39,0.03
성인,F,본운동,한발로 점프하기,39,0.03
성인,F,본운동,메디신볼 운동 루틴프로그램,38,0.03
성인,F,본운동,등척성운동-안쪽 돌림,38,0.03
성인,F,본운동,벽잡고 빨리 뛰기,37,0.03
성인,F,본운동,등척성운동-바깥돌림,37,0.03
성인,F,본운동,등척성운동-벌림,36,0.03
성인,F,본운동,목 굽힘/ 폄 III,35,0.03
성인,F,본운동,누워서 가슴 밀기,35,0.03
성인,F,본운동,수건 이용하여 장딴지 늘리기,34,0.02
성인,F,본운동,바벨 잡고 들어올리기,33,0.02
성인,F,본운동,몸통 앞으로 굽혀 걷기,33,0.02
성인,F,본운동,비복근 스트레칭,32,0.02
성인,F,본운동,고양이 자세,32,0.02
성인,F,본운동,연속 상향 점프하기,31,0.02
성인,F,본운동,밴드 걸고 엎드려서 다리 구부리기,30,0.02
성인,F,본운동,목봉잡고 앉았다 일어나기,30,0.02
성인,F,본운동,덤벨 잡고 뒤꿈치 들기,30,0.02
성인,F,본운동,밴드 걸고 앉아서 발등 굽힘,30,0.02
성인,F,본운동,수건잡고 팔 들어올리기,29,0.02
성인,F,본운동,앉아서 무릎 굽히기,29,0.02
성인,F,본운동,빠른 발 뛰기,29,0.02
성인,F,본운동,어깨 뒤쪽 스트레칭,28,0.02
성인,F,본운동,앉았다 일어나며 점프하기,28,0.02
성인,F,본운동,목 굽힘/ 폄 II,27,0.02
성인,F,본운동,깍지 끼고 상체 숙이기,26,0.02
성인,F,본운동,누워서 팔 밀기,24,0.02
성인,F,본운동,앞으로 나가며 앉았다 일어서기,23,0.02
성인,F,본운동,윗몸말아올리기,22,0.02
성인,F,본운동,다리 뻗어 올리기,21,0.02
성인,F,본운동,반복 옆뛰기,21,0.02
성인,F,본운동,대퇴사두근 스트레칭,20,0.01
성인,F,본운동,균형 걷기,20,0.01
성인,F,본운동,의자에 앉아 등 굽혔다 펴기,20,0.01
성인,F,본운동,플렉스 바 비틀기,20,0.01
성인,F,본운동,대퇴이두근 스트레칭2,19,0.01
성인,F,본운동,한쪽 다리펴고 상체 숙이기,19,0.01
성인,F,본운동,밴드를 당겨요,19,0.01
성인,F,본운동,막대 잡고 팔 안쪽/바깥 돌림,19,0.01
성인,F,본운동,골반 스트레칭,18,0.01
성인,F,본운동,짐볼 앞으로 밀기,18,0.01
성인,F,본운동,누워서 막대 잡고 팔 회전하기,18,0.01
성인,F,본운동,밴드 잡고 누워서 다리 밀기,17,0.01
성인,F,본운동,한발 들기,17,0.01
성인,F,본운동,의자 앉아 다리로 짐볼 쥐기,17,0.01
성인,F,본운동,사이드 스텝,17,0.01
성인,F,본운동,발바닥 치기,17,0.01
성인,F,본운동,누워서 굽힌 다리 펴기,17,0.01
성인,F,본운동,짐볼 앉아 중심 잡기 루틴 운동,16,0.01
성인,F,본운동,짐볼에서 몸통 돌리기,16,0.01
성인,F,본운동,앉아서 상체 앞 옆으로 기울기,16,0.01
성인,F,본운동,엎드려 무릎 당기기,16,0.01
성인,F,본운동,배 스트레칭,15,0.01
성인,F,본운동,점프하며 뛰기,15,0.01
성인,F,본운동,빠르게 무릎들어 뛰기,15,0.01
성인,F,본운동,덤벨 잡고 앉았다 일어서기,15,0.01
성인,F,본운동,짐볼 양팔로 밀기,15,0.01
성인,F,본운동,연속 무릎 올리기,15,0.01
성인,F,본운동,영차영차 올라요,15,0.01
성인,F,본운동,밴드 머리 뒤로 들어올리기,14,0.01
성인,F,본운동,누워서 공 뒤로 내리고 당기기,14,0.01
성인,F,본운동,양발 교차하여 서서 몸통 숙이기,14,0.01
성인,F,본운동,다리 넓게 벌려 앉았다 일어서기,14,0.01
성인,F,본운동,다리 뻗어 점프하기,14,0.01
성인,F,본운동,V자 버티기,14,0.01
성인,F,본운동,제자리 뛰기,14,0.01
성인,F,본운동,테이블 이용하여 팔 들어 올리기,14,0.01
성인,F,본운동,동물처럼 걸어요,14,0.01
성인,F,본운동,다리 감아올리기,13,0.01
성인,F,본운동,전후 교차 뛰기,13,0.01
성인,F,본운동,앞굽이 뛰기,13,0.01
성인,F,본운동,대퇴이두근 스트레칭,13,0.01
성인,F,본운동,팔꿈치-무릎 교차 닿기,13,0.01
성인,F,본운동,다리로 짐볼 들어올리기,12,0.01
성인,F,본운동,온 몸 뻗어주기,12,0.01
성인,F,본운동,엎드려 뒤로 다리 올리기,12,0.01
성인,F,본운동,덤벨 잡고 한발 내밀어 굽혔다 펴기,12,0.01
성인,F,본운동,짐볼 배에 대고 버티기,12,0.01
성인,F,본운동,순간반응 콘 찍기,12,0.01
성인,F,본운동,4방향 콘 찍고 달리기,12,0.01
성인,F,본운동,빌리보를 밀어요,12,0.01
성인,F,본운동,짐볼에서 윗몸 일으키기,11,0.01
성인,F,본운동,누워 무릎 기울기,11,0.01
성인,F,본운동,짐볼 양옆으로 굴리기,11,0.01
성인,F,본운동,짐볼 옆에 두고 어깨 누르기,11,0.01
성인,F,본운동,누워 무릎 교차 올리기,11,0.01
성인,F,본운동,짐볼 전완대고 버티기,11,0.01
성인,F,본운동,짐볼 윗몸일으키기,11,0.01
성인,F,본운동,나비자세,11,0.01
성인,F,본운동,아기자세,11,0.01
성인,F,본운동,옆으로 누워서팔 앞으로 당기기,10,0.01
성인,F,본운동,의자 잡고 후방으로 한발 뻗어 들기,10,0.01
성인,F,본운동,어깨 스트레칭,10,0.01
성인,F,본운동,서서 발목 누르기,10,0.01
성인,F,본운동,앉아서 밴드 잡고 몸통 돌리기,10,0.01
성인,F,본운동,발에 밴드걸고 윗몸일으키기,10,0.01
성인,F,본운동,한발 연속 뛰기,10,0.01
성인,F,본운동,발 끝 당기기,10,0.01
성인,F,본운동,대(大)자 점프 뛰기,10,0.01
성인,F,본운동,의자 잡고 반복 옆 뛰기,10,0.01
성인,F,본운동,잔발치기,10,0.01
성인,F,본운동,점핑점핑해요,10,0.01
성인,F,본운동,후다닥 집어요,10,0.01
성인,F,본운동,힘차게 던져요,10,0.01
성인,F,본운동,줄넘기 해요,10,0.01
성인,F,본운동,척추 들어올리기,9,0.01
성인,F,본운동,무릎 높이 들어 뛰기,9,0.01
성인,F,본운동,제자리 멀리 뛰기,9,0.01
성인,F,본운동,한발 앞뒤 교차 뛰기,9,0.01
성인,F,본운동,합장하여 앞으로 숙이기,9,0.01
성인,F,본운동,상체 앞으로 숙이기,9,0.01
성인,F,본운동,무릎 굽혀 가슴 닿기,9,0.01
성인,F,본운동,지그재그 달려요,9,0.01
성인,F,본운동,테이블 이용하여 팔 옆으로 벌리기,9,0.01
성인,F,본운동,의자 잡고 한발 들기,8,0.01
성인,F,본운동,양팔 벌려 전신 비틀기,8,0.01
성인,F,본운동,앉아서 덤벨로 손목 굽히기,8,0.01
성인,F,본운동,양발 벌려 무릎 밀어내기,8,0.01
성인,F,본운동,골반 스트레칭2,8,0.01
성인,F,본운동,사이드 한발 뛰기,8,0.01
성인,F,본운동,왜가리 자세,8,0.01
성인,F,본운동,발목 얹고 다리 잡아당기기,8,0.01
성인,F,본운동,다리 벌려 앞으로 상체 숙이기,8,0.01
성인,F,본운동,힘차게 맞춰요,8,0.01
성인,F,본운동,팔 들어 올리며 런지,7,0.01
성인,F,본운동,의자 잡고 측면으로 한발 들기,7,0.01
성인,F,본운동,몸 앞으로 굽히기,7,0.01
성인,F,본운동,전사자세,7,0.01
성인,F,본운동,다리뻗어 상체 숙이기,7,0.01
성인,F,본운동,복식호흡,7,0.01
성인,F,본운동,앞차기하며 뛰기,7,0.01
성인,F,본운동,종아리 사이 감아 돌리기,7,0.01
성인,F,본운동,엎드려 팔로 걷기,7,0.01
성인,F,본운동,진자운동,7,0.01
성인,F,본운동,소방훈련 해요,7,0.01
성인,F,본운동,고관절 스트레칭,7,0.01
성인,F,본운동,덤벨 잡고 몸통 옆으로 굽히기,6,0.0
성인,F,본운동,엎드려 상체 들어올리기,6,0.0
성인,F,본운동,의자 이용 중심 잡기 루틴 운동,6,0.0
성인,F,본운동,좌우 찍기,6,0.0
성인,F,본운동,내전근 스트레칭,6,0.0
성인,F,본운동,가슴 스트레칭,6,0.0
성인,F,본운동,회전근개 스트레칭,6,0.0
성인,F,본운동,엎드려서 다리 굽히기,6,0.0
성인,F,본운동,나무자세,6,0.0
성인,F,본운동,회전 초승달 자세,6,0.0
성인,F,본운동,뒤꿈치 높이들어 뛰기,6,0.0
성인,F,본운동,한 발 뒤로 빼고 앞으로 굽히기,6,0.0
성인,F,본운동,허리 비틀어 앉았다 일어서기,6,0.0
성인,F,본운동,엎드려 다리 들어올리기,6,0.0
성인,F,본운동,앉아서 다리 펴서 들어올리기,6,0.0
성인,F,본운동,알록달록 공을 옮겨요,6,0.0
성인,F,본운동,윗몸 말며 공을 전달해요,6,0.0
성인,F,본운동,알을 낳아요,6,0.0
성인,F,본운동,꼬리를 떼어요,6,0.0
성인,F,본운동,후굴자세 해봐요,6,0.0
성인,F,본운동,낚시를 해요,6,0.0
성인,F,본운동,몸통 스트레칭,5,0.0
성인,F,본운동,베개 밟고 두발 모아 서기,5,0.0
성인,F,본운동,앉아서 어깨 위로 밀기,5,0.0
성인,F,본운동,막대 잡고 대각선으로 팔 들어올리기,5,0.0
성인,F,본운동,가슴 어깨 펴기,5,0.0
성인,F,본운동,의자잡고 후방으로 무릎 굽혀 들기,5,0.0
성인,F,본운동,의자 잡고 전방으로 무릎 굽혀 들기,5,0.0
성인,F,본운동,옆으로 굽히기,5,0.0
성인,F,본운동,앉아 윗몸 앞으로 굽히기,5,0.0
성인,F,본운동,무릎굽혀 원 그리기,5,0.0
